system:index,area,class,row_code,year,.geo
0_00000000000000000093_0_0,0.0012225543284696693,6,148,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000093_0_1,0.0136279464503868,11,148,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000093_0_2,0.9760334139961937,12,148,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000095_0_0,0.03618778947155522,3,150,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000095_0_1,0.33156302132568305,6,150,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000095_0_2,0.543208649643124,12,150,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000095_0_3,0.07992105839293243,33,150,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c7_0_0,0.9387182777748265,3,200,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c7_0_1,0.039034057027659705,11,200,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000cf_0_0,0.005206005637972962,3,208,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000cf_0_1,0.9789974437497553,14,208,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c3_0_0,0.24925257642558937,3,196,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c3_0_1,0.7341155411082616,6,196,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c9_0_0,0.9794274702359056,3,202,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e1_0_0,0.8515925265675269,3,226,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e1_0_1,0.12635715118408206,14,226,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f0_0_0,0.4184540764160152,3,241,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f0_0_1,0.04996477801513672,12,241,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f0_0_2,0.08654613183593751,14,241,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f0_0_3,0.41666974072265545,33,241,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000e5_0_0,0.20612179443885992,3,230,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
