system:index,area,class,row_code,year,.geo
0_000000000000000000af_0_0,0.9730521736450221,3,176,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005c_0_0,0.9819651342862036,3,93,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006a_0_0,0.9734434237151448,11,107,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009b_0_0,0.7131595608503741,3,156,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009b_0_1,0.2778766904878507,13,156,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ac_0_0,0.9761842542128611,3,173,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000082_0_0,0.48028589305324143,3,131,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000082_0_1,0.43826619306856057,12,131,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000082_0_2,0.06997807225006698,25,131,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009c_0_0,0.9646872376098642,3,157,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004c_0_0,0.07292251662310434,3,77,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004c_0_1,0.9067131096686862,12,77,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000083_0_0,0.978738249496404,3,132,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000091_0_0,0.06516335308837894,3,146,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000091_0_1,0.8800890771587281,12,146,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000091_0_2,0.024994216979980468,14,146,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000079_0_0,0.9314751082246712,3,122,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000079_0_1,0.04815510455058977,12,122,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000006d_0_0,0.9788115070298168,3,110,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a5_0_0,0.3583587861514819,3,166,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a5_0_1,0.4497322626211123,12,166,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a5_0_2,0.1578200519224879,14,166,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008a_0_0,0.9766419049852602,3,139,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000041_0_0,0.13893093523140693,3,66,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000041_0_1,0.015194539611816405,6,66,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000041_0_2,0.8036449088989286,14,66,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000041_0_3,0.0035751875000000002,25,66,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000041_0_4,0.010725555908203125,33,66,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ad_0_0,0.9721026742259299,3,174,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ad_0_1,8.937943115234375E-4,12,174,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b3_0_0,0.9734943593247347,3,180,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007e_0_0,0.25050175773662464,3,127,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007e_0_1,0.12902085074486824,6,127,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007e_0_2,0.6002117421587795,14,127,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004b_0_0,0.9354543515014657,3,76,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004b_0_1,0.01683098046875,13,76,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004b_0_2,0.01240190563964844,14,76,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000068_0_0,0.9578917260454949,3,105,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009e_0_0,0.9787694383061407,3,159,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b8_0_0,0.9789024743851013,3,185,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b5_0_0,0.9757114387817385,3,182,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000089_0_0,0.9659320914306615,3,138,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000090_0_0,0.012336412475585933,3,145,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000090_0_1,0.004405907043457031,12,145,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000090_0_2,0.9411494065264513,14,145,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005b_0_0,0.9808648547947275,3,92,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000080_0_0,0.7300454942626937,3,129,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000080_0_1,0.1618491157226562,12,129,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000080_0_2,0.07403748144531253,14,129,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000076_0_0,0.9872848913392288,3,119,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000005e_0_0,0.9676667296616499,3,95,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007b_0_0,0.25050175773662464,3,124,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007b_0_1,0.12902085074486824,6,124,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007b_0_2,0.6002117421587795,14,124,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a3_0_0,0.9686298193651371,3,164,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000058_0_0,0.057917915150122505,3,89,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000058_0_1,0.9207462693833286,14,89,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000060_0_0,0.9804411760239582,3,97,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000098_0_0,0.9693519158248628,3,153,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004f_0_0,0.27631960671290956,3,80,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004f_0_1,0.689027694291657,14,80,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004f_0_2,0.025036775668993178,25,80,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008b_0_0,0.9659111006950821,3,140,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008c_0_0,0.9675600878882304,3,141,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000000_0_0,0.9731122983398408,3,1,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000001_0_0,0.9704947691583358,3,2,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002_0_0,0.9179903029258664,3,3,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002_0_1,0.06172414851074218,6,3,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
