scientificName,year,lon,lat,presence,row_code
Cebus olivaceus,2005,-52.313921,3.529963,0,267
Myrmecophaga tridactyla,2018,-49.251221,-6.670737,0,268
Cebus albifrons,2013,-73.337821,-2.354737,0,269
Lagothrix lagothricha,2018,-71.387321,-12.132137,0,270
Pithecia hirsuta,2014,-70.208721,-3.732537,0,271
Saguinus midas,2019,-55.202321,5.472163,0,272
Tapirus pinchaque,2019,-77.811521,-0.595137,0,273
Plecturocebus donacophilus,2016,-63.668321,-17.469037,0,274
Metachirus nudicaudatus,2013,-67.511221,-16.373437,0,275
Ateles belzebuth,2014,-76.193021,-0.727937,0,276
Leontocebus tripartitus,2010,-76.881921,-0.437437,0,277
Lagothrix lagothricha,2019,-73.553621,-4.579137,0,278
Saguinus inustus,2020,-70.192121,1.197663,0,279
Canis familiaris,2013,-45.898021,-3.682737,0,280
Pithecia pithecia,2019,-52.579521,4.932663,0,281
Canis familiaris,2018,-54.048621,3.380563,0,282
Platyrrhinus infuscus,2006,-76.400521,-0.819237,0,283
Lagothrix flavicauda,2009,-76.715921,-8.413737,0,284
Ateles paniscus,2019,-53.077521,3.778963,0,285
Canis familiaris,2012,-49.085221,-5.317837,0,286
Saimiri sciureus,2015,-52.820221,5.123563,0,287
Vicugna vicugna,2018,-78.840721,-1.474937,0,288
Lagothrix lagothricha,2019,-61.319421,-10.082037,0,289
Saimiri boliviensis,2019,-74.823521,-8.936637,0,290
Pithecia pithecia,2016,-58.704921,4.608963,0,291
Priodontes maximus,2013,-72.341821,-4.545937,0,292
Canis familiaris,2015,-60.572421,-3.209637,0,293
Lophostoma schulzi,2013,-58.721521,4.733463,0,294
Lagothrix lagothricha,2014,-70.183821,-3.774037,0,295
Phyllostomus latifolius,2017,-57.484821,-4.736837,0,296
Lagothrix lagothricha,2018,-76.101721,1.446663,0,297
Callimico goeldii,2019,-73.719621,-7.575437,0,298
Macrophyllum macrophyllum,2020,-51.948721,-3.367337,0,299
Pithecia monachus,2017,-73.254821,-4.396537,0,300
Ateles belzebuth,2011,-64.971421,6.883163,0,301
Proechimys brevicauda,2018,-77.047921,-2.437737,0,302
Atelocynus microtis,2018,-74.765421,1.371963,0,303
Mus musculus,2017,-52.322221,4.899463,0,304
Isothrix bistriata,2017,-73.387621,-4.504437,0,305
Bassaricyon alleni,2013,-69.362121,-12.862537,0,306
Canis familiaris,2012,-46.313021,-4.039637,0,307
Priodontes maximus,2013,-72.798321,-4.678737,0,308
Caenolestes caniventer,2006,-78.766021,-6.247437,0,309
Sapajus apella,2018,-69.055021,-12.605237,0,310
Canis familiaris,2014,-48.446121,-5.160137,0,311
Choloepus didactylus,2019,-55.667121,5.845663,0,312
Ateles paniscus,2020,-58.621921,3.662763,0,313
Ateles belzebuth,2014,-76.002121,-0.703037,0,314
Canis familiaris,2013,-46.479021,-4.197337,0,315
Pithecia pithecia,2015,-55.177421,4.940963,0,316
Cebus olivaceus,2010,-53.558921,3.538263,0,317
Saimiri sciureus,2012,-52.504821,3.189663,0,318
Rhipidomys macconnelli,2004,-59.817121,5.123563,0,319
Chironectes minimus,2006,-77.454621,-0.022437,0,320
Bradypus tridactylus,2011,-61.468821,6.476463,0,321
Sapajus apella,2019,-67.876421,3.886863,0,322
Bradypus tridactylus,2020,-60.082721,-3.018737,0,323
Cryptotis montivaga,2019,-79.214221,-2.786337,0,324
Plecturocebus caquetensis,2009,-75.562221,0.923763,0,325
Aotus vociferans,2015,-76.857021,-2.537337,0,326
Chiropotes chiropotes,2012,-54.040321,3.413763,0,327
Canis familiaris,2012,-49.873721,-5.940337,0,328
Bradypus tridactylus,2019,-59.775621,-2.446037,0,329
Cebus unicolor,2020,-60.456221,-3.076837,0,330
Canis familiaris,2012,-47.134721,-4.570837,0,331
Canis familiaris,2015,-49.392321,-5.658137,0,332
Sciurus aestuans,2020,-48.089221,-1.408537,0,333
Tamandua tetradactyla,2019,-75.885921,1.521363,0,334
Ateles marginatus,2020,-55.393221,-11.700537,0,335
Plecturocebus ornatus,2014,-73.694721,3.637863,0,336
Saccopteryx bilineata,2020,-44.951821,-3.317537,0,337
Pithecia milleri,2009,-75.636921,0.932063,0,338
Leopardus tigrinus,2020,-76.765721,0.865663,0,339
Saguinus inustus,2019,-70.217021,1.280663,0,340
Desmodus rotundus,2019,-73.620021,-13.219437,0,341
Canis familiaris,2018,-54.106721,3.280963,0,342
