system:index,area,class,territory,year,.geo
23_84_1,0.009622521972656253,33,91,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_85_0,0.006984142028808594,14,92,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_85_1,8.730189819335937E-4,24,92,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_85_2,0.009603209472656252,30,92,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_86_0,0.019205751098632807,14,93,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_86_1,0.0026189629516601563,24,93,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_87_0,0.011340192321777345,6,94,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_87_1,0.0026169702758789062,14,94,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_88_0,0.007023875427246094,3,95,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_88_1,0.004389918273925781,6,95,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_88_2,0.006145896850585937,14,95,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_89_0,0.017444360961914058,3,96,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_90_0,0.00958312384033203,3,97,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_90_1,0.004355957946777344,14,97,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_91_0,0.017441651611328126,6,98,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_92_0,0.014031246337890626,3,100,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_93_0,0.014047702148437495,3,102,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_94_0,0.013955707519531246,3,103,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_95_0,0.006993874755859376,3,104,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_95_1,0.003496942626953125,33,104,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_96_0,0.017535937499999994,3,105,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_97_0,0.004360613708496094,3,106,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_97_1,0.008721235656738283,14,106,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_97_2,8.72121826171875E-4,25,106,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_98_0,0.004370170593261719,3,107,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_98_1,0.009614376770019532,14,107,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_99_0,0.017459565429687504,6,109,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_100_0,0.00174596728515625,14,110,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_100_1,0.015713732421874998,30,110,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_101_0,0.012209115844726564,3,111,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_101_1,0.0052324716796875,14,111,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_102_0,0.013950061035156253,6,112,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_103_0,0.013971948486328128,6,113,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_104_0,0.021817216796874997,3,114,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_105_0,0.01133808386230469,6,115,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_105_1,0.0026164859619140627,14,115,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_106_0,0.021822385253906253,3,116,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_107_0,0.004364109130859375,6,117,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_107_1,0.0078554052734375,14,117,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_107_2,0.001745641845703125,33,117,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_108_0,0.013169161010742189,3,118,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_108_1,0.004389715637207032,14,118,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_109_0,0.02179679870605469,3,120,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_110_0,0.013996301757812501,3,121,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_111_0,0.013972048095703129,6,122,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_112_0,0.01667716931152344,3,123,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_112_1,0.005266469299316406,14,123,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_113_0,0.014922169799804687,3,125,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_113_1,0.0026333240966796875,14,125,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_114_0,0.005239654052734375,30,126,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_114_1,0.008732763916015625,33,126,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_115_0,0.017433473510742186,3,127,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_116_0,0.017459565429687504,33,128,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_117_0,0.013969882324218752,6,129,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_118_0,0.017456714782714843,3,130,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_119_0,0.0026191239624023437,14,132,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_119_1,0.008730412231445312,24,132,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_119_2,0.0061112990722656255,30,132,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_120_0,0.01399675390625,3,133,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_121_0,0.004361880798339844,6,134,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_121_1,0.006979013671875,14,134,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_121_2,0.006106630554199219,33,134,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_122_0,0.017479715087890625,3,135,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_123_0,0.017472618713378907,3,136,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_124_0,0.01398888720703125,3,137,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_125_0,0.01753935620117188,3,140,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_126_0,0.006111211547851562,14,141,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_126_1,0.011349418090820313,24,141,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_127_0,0.013121625610351566,3,142,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_127_1,0.004373871215820313,33,142,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_128_0,0.012291284790039067,3,147,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_128_1,0.005267701416015624,14,147,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_129_0,0.0175391142578125,3,148,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_130_0,0.008721310729980468,3,149,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_130_1,8.721282348632813E-4,6,149,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_130_2,0.012209812683105468,14,149,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_131_0,0.0034922875976562497,24,150,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_131_1,0.010476852294921875,30,150,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_132_0,0.00436701806640625,3,152,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_132_1,0.009607458251953126,14,152,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_133_0,0.013956246337890627,33,153,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_134_0,0.013107062316894532,6,155,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_134_1,0.004369011413574218,33,155,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_135_0,0.01747750274658203,3,156,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_136_0,0.008715225219726562,3,157,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_136_1,0.004357621765136719,30,157,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_136_2,8.715236206054687E-4,33,157,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_137_0,0.01135087420654297,14,158,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_137_1,0.002619436340332031,24,158,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_138_0,0.017441926025390624,3,160,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_139_0,0.01743066650390625,3,161,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_140_0,0.00436510009765625,14,162,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_140_1,0.003492083923339844,30,162,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_140_2,0.009603248840332033,33,162,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_141_0,0.005239851318359375,6,163,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_141_1,0.008733092529296875,14,163,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_142_0,0.013971735107421872,6,164,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_143_0,0.008777429626464843,3,165,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_143_1,0.0052664553833007815,14,165,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_144_0,0.011348767272949216,3,167,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_144_1,8.729832153320312E-4,6,167,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_144_2,0.005237886657714843,14,167,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_145_0,0.01580355706787109,3,168,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_145_1,0.0017559534301757813,14,168,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_146_0,0.01395337255859375,3,169,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_147_0,0.009657030029296876,3,171,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_147_1,0.004389557373046875,14,171,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_148_0,0.017456508300781257,3,172,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_149_0,0.014047188964843754,14,173,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_150_0,0.008779375,3,174,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_150_1,0.005267626220703125,14,174,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_151_0,0.003494287475585938,3,175,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_151_1,0.004367858032226562,14,175,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_151_2,0.009609291870117187,33,175,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_152_0,0.007876081481933596,3,176,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_152_1,0.002625362976074219,14,176,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_152_2,0.0035004759521484376,33,176,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_153_0,0.013098448791503904,6,177,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_153_1,0.004366148986816407,14,177,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_154_0,0.010478521057128905,14,178,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_154_1,8.73211669921875E-4,25,178,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_154_2,0.006112473510742188,30,178,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_155_0,0.013942220947265624,3,179,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_156_0,0.020947811767578137,3,180,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_156_1,8.728236083984375E-4,25,180,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_157_0,0.01398184442138672,3,181,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_157_1,0.0034954654541015625,6,181,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_158_0,0.0174772396850586,3,182,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_159_0,0.017457307128906245,14,183,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_160_0,0.017459637145996094,33,185,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_161_0,0.017445980834960934,6,186,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_162_0,0.010535247070312503,3,187,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_162_1,0.003511754150390625,14,187,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_163_0,0.013971578613281249,6,188,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_164_0,0.009593570129394529,3,191,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_164_1,0.003488577697753906,14,191,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_164_2,8.721446533203125E-4,33,191,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_165_0,0.011341199279785155,6,193,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_165_1,0.002617198181152344,14,193,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_166_0,0.017447525024414063,3,195,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0_0,0.01744230041503906,6,1,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_1_0,0.013954540527343746,3,2,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_2_0,0.005232672729492188,3,3,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_2_1,0.01220954528808594,6,3,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_3_0,0.009616463500976561,3,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_3_1,0.007868023559570312,14,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_4_0,0.007872930419921874,3,6,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_5_0,0.0017442463989257814,6,7,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_5_1,0.0017442500610351562,14,7,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_6_0,0.01744267456054687,3,8,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_7_0,0.01831394018554687,3,9,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_8_0,0.0017442282104492188,6,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_8_1,0.01569808135986328,14,10,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_9_0,0.004375598022460937,3,11,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_9_1,0.002625353759765625,33,11,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_10_0,8.74772705078125E-4,3,12,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_10_1,0.006123405517578126,33,12,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_11_0,0.00261930615234375,3,13,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_11_1,0.0017462041015625,14,13,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_12_0,0.001744170654296875,3,14,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_12_1,0.0026162532348632814,6,14,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_12_2,0.009592919372558593,14,14,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_13_0,0.013082257690429686,3,15,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_13_1,8.721519775390625E-4,14,15,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_14_0,0.003491922119140625,33,17,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_15_0,0.0017476126708984374,3,18,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_15_1,0.005242832702636719,6,18,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_16_0,0.011372965393066405,3,19,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_16_1,0.002624526794433594,33,19,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_17_0,0.005233250061035156,6,20,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_17_1,0.012210910705566408,14,20,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_18_0,0.02190685241699219,3,21,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_19_0,0.017525194091796877,3,22,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_20_0,0.0069765846557617184,3,23,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_20_1,0.010464902160644532,6,23,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_21_0,0.0017446453247070312,3,24,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_21_1,0.005233946044921875,6,24,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_21_2,0.006978601440429688,14,24,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_22_0,0.012196668579101566,3,25,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_22_1,0.0017423824462890626,14,25,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_23_0,0.017526804504394533,3,26,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_24_0,0.008749521728515624,3,27,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_24_1,0.005249718505859376,6,27,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_24_2,0.003499818603515625,33,27,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_25_0,0.014019888854980473,3,28,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_25_1,0.0035049680786132815,14,28,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_26_0,0.008721578796386718,6,29,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_26_1,0.002616476806640625,14,29,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_26_2,0.00610510205078125,33,29,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_27_0,0.004374006530761718,3,30,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_27_1,0.002624404602050781,33,30,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_28_0,0.013953519042968748,3,31,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_29_0,0.011349074829101562,6,32,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_29_1,8.730064697265625E-4,25,32,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_29_2,0.0017460146484375,33,32,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_30_0,0.017468989501953122,3,33,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_31_0,0.00872161163330078,6,34,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_31_1,0.0026164877929687504,14,34,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_32_0,0.017470148315429694,6,35,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_33_0,0.013971265380859375,6,36,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_34_0,8.75295654296875E-4,3,37,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_34_1,0.007877677978515624,6,37,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_34_2,0.008752973632812501,33,37,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_35_0,0.00698250018310547,6,38,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_35_1,0.010473729675292968,14,38,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_36_0,0.013966577392578124,6,39,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_37_0,8.734078979492188E-4,3,40,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_37_1,0.007860662963867188,14,40,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_38_0,0.011360348327636716,3,41,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_38_1,0.006117101928710938,33,41,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_39_0,0.006987099060058594,3,42,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_39_1,0.006987107971191404,14,42,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_40_0,0.013986247802734372,3,43,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_41_0,0.010478772827148437,6,44,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_42_0,0.013971806152343752,6,45,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_43_0,0.014830129638671875,6,46,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_43_1,0.0026170865478515625,33,46,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_44_0,0.00349550048828125,3,47,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_44_1,0.0052432507324218745,14,47,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_45_0,0.0034960949096679685,3,48,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_45_1,0.01048828472900391,14,48,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_46_0,0.017444561157226566,3,49,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_47_0,0.01749978271484375,3,50,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_48_0,0.013967093749999998,6,51,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_49_0,0.017469024902343748,3,52,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_50_0,0.017459547424316404,6,53,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_51_0,0.0061126372680664065,6,54,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_51_1,0.011352022644042968,14,54,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_52_0,0.004361235534667969,3,55,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_52_1,0.0017444943237304687,14,55,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_52_2,8.72245849609375E-4,33,55,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_53_0,0.012228345825195311,3,56,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_53_1,0.0017469095458984374,6,56,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_54_0,0.0026189388427734378,3,57,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_54_1,8.729796142578125E-4,14,57,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_55_0,0.014827336730957033,3,58,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_55_1,0.0026165872192382813,33,58,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_56_0,0.018314266662597663,3,59,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_56_1,0.003488437194824219,14,59,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_57_0,0.017496395263671874,3,60,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_58_0,0.01574637463378906,3,61,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_58_1,8.748001098632812E-4,33,61,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_59_0,0.003488308349609375,3,62,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_59_1,0.00523246160888672,14,62,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_60_0,0.006969526000976562,3,63,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_61_0,0.017461299743652348,6,64,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_62_0,0.017441843872070314,3,65,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_63_0,0.017484625976562505,3,66,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_64_0,0.012249642822265625,3,67,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_64_1,0.001749951904296875,33,67,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_65_0,0.017456840515136712,6,68,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_66_0,0.013080119934082033,3,69,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_66_1,8.720094604492188E-4,33,69,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_67_0,0.01658671838378906,6,71,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_67_1,0.00523790625,14,71,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_68_0,0.012212846130371092,3,72,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_68_1,0.0017446943969726563,33,72,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_69_0,0.021849643859863276,3,73,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_70_0,0.013950164550781246,6,74,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_71_0,0.001747500244140625,3,76,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_71_1,0.009611236511230466,14,76,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_71_2,0.0061162307739257805,25,76,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_72_0,0.01749212524414062,14,77,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_73_0,0.012245652343750002,25,78,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_73_1,0.005248130615234376,33,78,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_74_0,0.01746657934570313,6,79,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_75_0,0.0218388882446289,3,80,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_76_0,0.01053542932128906,3,81,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_76_1,0.003511809692382812,14,81,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_77_0,0.007021849487304687,3,82,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_77_1,0.007021846313476562,14,82,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_78_0,0.006984836730957032,3,83,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_78_1,0.010477248535156249,14,83,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_79_0,8.721282348632813E-4,3,84,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_79_1,0.007849144958496094,6,84,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_79_2,0.004360628356933594,14,84,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_80_0,0.017478089111328126,3,85,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_81_0,0.011339226379394529,3,86,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_81_1,0.0061057351684570315,14,86,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_82_0,0.003489207153320313,3,87,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_82_1,0.010467630249023436,14,87,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_82_2,0.0026169120483398437,25,87,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_82_3,8.723040161132812E-4,33,87,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_83_0,0.017442938842773443,3,89,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
