system:index,bio12_annual_precip,bio1_mean_annual_temp,presence,row_code,scientificName,year,.geo
00000000000000000005,3289.6212811608534,24.84377506461876,1,6,Marmosops noctivagus,1995,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.45446197783008,-0.6544964053372615],[-76.44552161780464,-0.6544964053372615],[-76.44552161780464,-0.6454992684839792],[-76.45446197783008,-0.6454992684839792],[-76.45446197783008,-0.6544964053372615]]]}"
00000000000000000010,3144.855164327739,21.108831366393794,1,17,Marmosops noctivagus,1998,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.34515965325383,-11.783895378989202],[-73.33602755244594,-11.783895378989202],[-73.33602755244594,-11.774898242162692],[-73.34515965325383,-11.774898242162692],[-73.34515965325383,-11.783895378989202]]]}"
00000000000000000011,2847.741539821152,23.580256296583443,1,18,Marmosops noctivagus,1998,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.33035523047725,-11.771396518736426],[-73.32122354486629,-11.771396518736426],[-73.32122354486629,-11.762399381909882],[-73.33035523047725,-11.762399381909882],[-73.33035523047725,-11.771396518736426]]]}"
00000000000000000012,839.4844845116385,18.357928413422506,1,19,Marmosops noctivagus,1998,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.51757632722496,-12.869499203256336],[-73.5084063500037,-12.869499203256336],[-73.5084063500037,-12.860502066432518],[-73.51757632722496,-12.860502066432518],[-73.51757632722496,-12.869499203256336]]]}"
0000000000000000000f,2950.5349302685954,14.83984871541173,1,16,Marmosops noctivagus,1999,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.57333234488117,-13.105028920898759],[-71.56415367269823,-13.105028920898759],[-71.56415367269823,-13.096031784075532],[-71.57333234488117,-13.096031784075532],[-71.57333234488117,-13.105028920898759]]]}"
0000000000000000000c,2985.120048147733,17.956380758129182,1,13,Marmosops noctivagus,2001,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.55081303261817,-13.05916706656418],[-71.54163606695309,-13.05916706656418],[-71.54163606695309,-13.050169929740841],[-71.55081303261817,-13.050169929740841],[-71.55081303261817,-13.05916706656418]]]}"
0000000000000000000d,3054.9345925071025,22.78775184410663,1,14,Marmosops noctivagus,2001,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.39004387792548,-12.77621480921848],[-71.38087729709615,-12.77621480921848],[-71.38087729709615,-12.76721767239443],[-71.39004387792548,-12.76721767239443],[-71.39004387792548,-12.77621480921848]]]}"
0000000000000000000e,3258.1505056333935,20.574236885575225,1,15,Marmosops noctivagus,2001,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-71.49643372026449,-13.028113886828063],[-71.48725790638929,-13.028113886828063],[-71.48725790638929,-13.019116750004642],[-71.49643372026449,-13.019116750004642],[-71.49643372026449,-13.028113886828063]]]}"
00000000000000000009,2276.397582505466,16.86249482582626,1,10,Marmosops noctivagus,2003,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.87797992143517,-16.198940514015923],[-67.86867075315519,-16.198940514015923],[-67.86867075315519,-16.189943377200528],[-67.87797992143517,-16.189943377200528],[-67.87797992143517,-16.198940514015923]]]}"
0000000000000000000a,2237.536966292584,17.02914348977511,1,11,Marmosops noctivagus,2003,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.87214741725725,-16.198940514015923],[-67.86283824897725,-16.198940514015923],[-67.86283824897725,-16.189943377200528],[-67.87214741725725,-16.189943377200528],[-67.87214741725725,-16.198940514015923]]]}"
0000000000000000000b,1638.989408399238,16.306252170781622,1,12,Marmosops noctivagus,2003,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-67.50770903073612,-16.365331869824818],[-67.4983919650697,-16.365331869824818],[-67.4983919650697,-16.356334733009852],[-67.50770903073612,-16.356334733009852],[-67.50770903073612,-16.365331869824818]]]}"
00000000000000000008,2847.0093158389523,19.07346071741888,1,9,Marmosops noctivagus,2005,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.37949626188268,-7.751218159294196],[-76.37047413658154,-7.751218159294196],[-76.37047413658154,-7.742221022457843],[-76.37949626188268,-7.742221022457843],[-76.37949626188268,-7.751218159294196]]]}"
00000000000000000006,3306.866219041753,24.850000381469727,1,7,Marmosops noctivagus,2006,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.4544619867448,-0.6644981690001169],[-76.44552160887557,-0.6644981690001169],[-76.44552160887557,-0.6555010321468583],[-76.4544619867448,-0.6555010321468583],[-76.4544619867448,-0.6644981690001169]]]}"
00000000000000000007,3285.74946815839,24.80231489284405,1,8,Marmosops noctivagus,2006,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.43646061960364,-0.6904991872426983],[-76.42752019407187,-0.6904991872426983],[-76.42752019407187,-0.6815020503895014],[-76.43646061960364,-0.6815020503895014],[-76.43646061960364,-0.6904991872426983]]]}"
00000000000000000004,1473.811599100917,21.797429037488193,1,5,Marmosops noctivagus,2007,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.5305946873557,-5.757857297174969],[-77.52160964088837,-5.757857297174969],[-77.52160964088837,-5.748860160333825],[-77.5305946873557,-5.748860160333825],[-77.5305946873557,-5.757857297174969]]]}"
00000000000000000003,3353.1200452622534,24.874571598417035,1,4,Marmosops noctivagus,2009,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-72.92197160379749,-2.797299580161382],[-72.91302118801377,-2.797299580161382],[-72.91302118801377,-2.7883024433131824],[-72.92197160379749,-2.7883024433131824],[-72.92197160379749,-2.797299580161382]]]}"
00000000000000000002,4325.257489669421,23.18918828727785,1,3,Marmosops noctivagus,2011,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-77.69446949302109,-2.1544978678034172],[-77.68552341032853,-2.1544978678034172],[-77.68552341032853,-2.1455007309536915],[-77.69446949302109,-2.1455007309536915],[-77.69446949302109,-2.1544978678034172]]]}"
00000000000000000001,3084.641449991862,24.81877059936523,1,2,Marmosops noctivagus,2012,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-73.82066400632479,-1.5220992382031167],[-73.81172108460846,-1.5220992382031167],[-73.81172108460846,-1.5131021013518908],[-73.82066400632479,-1.5131021013518908],[-73.82066400632479,-1.5220992382031167]]]}"
00000000000000000000,4331.600551350913,24.741203578313193,1,1,Marmosops noctivagus,2019,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-76.65025638333364,0.18805519781039415],[-76.64131654827204,0.18805519781039415],[-76.64131654827204,0.19705233466567293],[-76.65025638333364,0.19705233466567293],[-76.65025638333364,0.18805519781039415]]]}"
